========================================
 PHASE 2: GRPO REINFORCEMENT LEARNING   
========================================
Loading Phase 1 Brain via MMAP from /opt/rishabh_experimental/rishabh_final.pt...
Initializing ZERO-VRAM SGD Optimizer (lr=1e-4)...
Starting GRPO Loop!
/usr/lib/python3.11/contextlib.py:105: FutureWarning: `torch.backends.cuda.sdp_kernel()` is deprecated. In the future, this context manager will be removed. Please see `torch.nn.attention.sdpa_kernel()` for the new context manager, with updated signature.
  self.gen = func(*args, **kwds)
RL Step 1 | Loss: 0.0000 | Avg Reward: -0.10 | Time: 8.6s | Prob: A train travels at 63 km/h for... | Ans: 73.0
RL Step 3429 | Loss: 0.0002 | Avg Reward: -0.10 | Time: 8.2s | Prob: A train travels at 53 km/h for... | Ans: 69.67
RL Step 3430 | Loss: 0.0078 | Avg Reward: 0.45 | Time: 8.3s | Prob: A train travels at 72 km/h for... | Ans: 76.33
RL Step 3431 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 61 km/h for... | Ans: 65.57
RL Step 3432 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.1s | Prob: A train travels at 41 km/h for... | Ans: 66.2
RL Step 3433 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 47 km/h for... | Ans: 61.62
RL Step 3434 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.2s | Prob: A train travels at 79 km/h for... | Ans: 93.0
RL Step 3435 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.1s | Prob: A train travels at 65 km/h for... | Ans: 64.2
RL Step 3436 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 49 km/h for... | Ans: 77.75
RL Step 3437 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 46 km/h for... | Ans: 58.57
RL Step 3438 | Loss: -0.0000 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 79 km/h for... | Ans: 77.22
RL Step 3439 | Loss: 0.0000 | Avg Reward: -0.10 | Time: 8.2s | Prob: A train travels at 51 km/h for... | Ans: 71.0
RL Step 3440 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 48 km/h for... | Ans: 59.62
RL Step 3441 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 69 km/h for... | Ans: 73.38
RL Step 3442 | Loss: 0.0000 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 60 km/h for... | Ans: 75.86
RL Step 3443 | Loss: -0.0039 | Avg Reward: 0.17 | Time: 8.2s | Prob: A train travels at 60 km/h for... | Ans: 73.5
RL Step 3444 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 53 km/h for... | Ans: 80.86
RL Step 3445 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.1s | Prob: A train travels at 44 km/h for... | Ans: 54.5
RL Step 3446 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.2s | Prob: A train travels at 46 km/h for... | Ans: 54.0
RL Step 3447 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.0s | Prob: A train travels at 52 km/h for... | Ans: 56.5
RL Step 3448 | Loss: 0.0000 | Avg Reward: -0.10 | Time: 8.2s | Prob: A train travels at 65 km/h for... | Ans: 65.0
RL Step 3449 | Loss: -0.0000 | Avg Reward: -0.10 | Time: 8.2s | Prob: A train travels at 72 km/h for... | Ans: 64.8
RL Step 3450 | Loss: 0.0117 | Avg Reward: 0.17 | Time: 8.1s | Prob: A train travels at 61 km/h for... | Ans: 60.5
RL Step 3451 | Loss: 0.0000 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 70 km/h for... | Ans: 76.67
RL Step 3452 | Loss: 0.0000 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 44 km/h for... | Ans: 52.25
RL Step 3453 | Loss: 0.0002 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 66 km/h for... | Ans: 69.56
RL Step 3454 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.2s | Prob: A train travels at 72 km/h for... | Ans: 69.33
RL Step 3455 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 75 km/h for... | Ans: 73.12
RL Step 3456 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 65 km/h for... | Ans: 74.0
RL Step 3457 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 44 km/h for... | Ans: 70.11
RL Step 3458 | Loss: 0.0020 | Avg Reward: 0.17 | Time: 8.2s | Prob: A train travels at 62 km/h for... | Ans: 64.67
RL Step 3459 | Loss: 0.0000 | Avg Reward: -0.10 | Time: 8.2s | Prob: A train travels at 79 km/h for... | Ans: 79.33
RL Step 3460 | Loss: 0.0000 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 58 km/h for... | Ans: 65.12
RL Step 3461 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 58 km/h for... | Ans: 60.25
RL Step 3462 | Loss: 0.0000 | Avg Reward: -0.10 | Time: 8.1s | Prob: A train travels at 75 km/h for... | Ans: 84.0
RL Step 3463 | Loss: 0.0000 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 53 km/h for... | Ans: 59.43
RL Step 3464 | Loss: 0.0078 | Avg Reward: 0.17 | Time: 8.2s | Prob: A train travels at 68 km/h for... | Ans: 75.0
RL Step 3465 | Loss: 0.0000 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 44 km/h for... | Ans: 55.88
RL Step 3466 | Loss: 0.0000 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 58 km/h for... | Ans: 62.88
RL Step 3467 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 54 km/h for... | Ans: 85.43
RL Step 3468 | Loss: 0.0002 | Avg Reward: -0.10 | Time: 8.1s | Prob: A train travels at 58 km/h for... | Ans: 62.0
RL Step 3469 | Loss: 0.0000 | Avg Reward: -0.10 | Time: 8.1s | Prob: A train travels at 57 km/h for... | Ans: 62.67
RL Step 3470 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 72 km/h for... | Ans: 75.0
RL Step 3471 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.1s | Prob: A train travels at 63 km/h for... | Ans: 77.0
RL Step 3472 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 66 km/h for... | Ans: 68.78
RL Step 3473 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 42 km/h for... | Ans: 63.86
RL Step 3474 | Loss: 0.0000 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 53 km/h for... | Ans: 77.0
RL Step 3475 | Loss: 0.0059 | Avg Reward: 0.17 | Time: 8.1s | Prob: A train travels at 74 km/h for... | Ans: 70.5
RL Step 3476 | Loss: 0.0000 | Avg Reward: -0.10 | Time: 8.1s | Prob: A train travels at 73 km/h for... | Ans: 78.0
RL Step 3477 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.2s | Prob: A train travels at 51 km/h for... | Ans: 70.5
RL Step 3478 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 75 km/h for... | Ans: 90.33
RL Step 3479 | Loss: 0.0000 | Avg Reward: -0.10 | Time: 8.1s | Prob: A train travels at 45 km/h for... | Ans: 58.5
RL Step 3480 | Loss: 0.0002 | Avg Reward: -0.10 | Time: 8.0s | Prob: A train travels at 76 km/h for... | Ans: 79.5
RL Step 3481 | Loss: 0.0002 | Avg Reward: -0.10 | Time: 8.4s | Prob: A train travels at 54 km/h for... | Ans: 74.44
RL Step 3482 | Loss: 0.0039 | Avg Reward: 0.17 | Time: 8.3s | Prob: A train travels at 58 km/h for... | Ans: 70.38
RL Step 3483 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.1s | Prob: A train travels at 56 km/h for... | Ans: 72.0
RL Step 3484 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 56 km/h for... | Ans: 74.57
RL Step 3485 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 45 km/h for... | Ans: 62.57
RL Step 3486 | Loss: 0.0002 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 64 km/h for... | Ans: 76.0
RL Step 3487 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 43 km/h for... | Ans: 58.56
RL Step 3488 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 76 km/h for... | Ans: 87.43
RL Step 3489 | Loss: 0.0195 | Avg Reward: 0.17 | Time: 8.2s | Prob: A train travels at 76 km/h for... | Ans: 87.33
RL Step 3490 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.1s | Prob: A train travels at 53 km/h for... | Ans: 70.4
RL Step 3491 | Loss: 0.0000 | Avg Reward: -0.10 | Time: 8.1s | Prob: A train travels at 76 km/h for... | Ans: 84.8
RL Step 3492 | Loss: 0.0332 | Avg Reward: 0.17 | Time: 8.2s | Prob: A train travels at 49 km/h for... | Ans: 76.5
RL Step 3493 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.1s | Prob: A train travels at 78 km/h for... | Ans: 72.5
RL Step 3494 | Loss: 0.0000 | Avg Reward: -0.10 | Time: 8.2s | Prob: A train travels at 71 km/h for... | Ans: 81.5
RL Step 3495 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 74 km/h for... | Ans: 89.33
RL Step 3496 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 62 km/h for... | Ans: 60.89
RL Step 3497 | Loss: 0.0000 | Avg Reward: -0.10 | Time: 8.2s | Prob: A train travels at 60 km/h for... | Ans: 74.8
RL Step 3498 | Loss: 0.0002 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 70 km/h for... | Ans: 78.0
RL Step 3499 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.2s | Prob: A train travels at 74 km/h for... | Ans: 78.33
RL Step 3500 | Loss: 0.0002 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 72 km/h for... | Ans: 80.33
RL Step 3501 | Loss: -0.0137 | Avg Reward: 0.17 | Time: 8.2s | Prob: A train travels at 55 km/h for... | Ans: 72.33
RL Step 3502 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.2s | Prob: A train travels at 44 km/h for... | Ans: 55.25
RL Step 3503 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 69 km/h for... | Ans: 75.57
RL Step 3504 | Loss: 0.0000 | Avg Reward: 0.17 | Time: 8.1s | Prob: A train travels at 40 km/h for... | Ans: 56.2
RL Step 3505 | Loss: 0.0002 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 46 km/h for... | Ans: 69.14
RL Step 3506 | Loss: 0.0002 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 63 km/h for... | Ans: 68.14
RL Step 3507 | Loss: 0.0078 | Avg Reward: 0.17 | Time: 8.3s | Prob: A train travels at 61 km/h for... | Ans: 63.67
RL Step 3508 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 48 km/h for... | Ans: 54.86
RL Step 3509 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 74 km/h for... | Ans: 70.11
RL Step 3510 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.1s | Prob: A train travels at 77 km/h for... | Ans: 70.5
RL Step 3511 | Loss: 0.0000 | Avg Reward: -0.10 | Time: 8.1s | Prob: A train travels at 40 km/h for... | Ans: 78.0
RL Step 3512 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.2s | Prob: A train travels at 63 km/h for... | Ans: 80.86
RL Step 3513 | Loss: 0.0002 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 72 km/h for... | Ans: 77.62
RL Step 3514 | Loss: 0.0000 | Avg Reward: -0.10 | Time: 8.2s | Prob: A train travels at 63 km/h for... | Ans: 72.0
RL Step 3515 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.1s | Prob: A train travels at 41 km/h for... | Ans: 60.5
RL Step 3516 | Loss: 0.0002 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 80 km/h for... | Ans: 68.12
RL Step 3517 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.2s | Prob: A train travels at 58 km/h for... | Ans: 67.5
RL Step 3518 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 62 km/h for... | Ans: 65.43
RL Step 3519 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.1s | Prob: A train travels at 73 km/h for... | Ans: 79.0
RL Step 3520 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 40 km/h for... | Ans: 70.0
RL Step 3521 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.2s | Prob: A train travels at 55 km/h for... | Ans: 62.14
RL Step 3522 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.2s | Prob: A train travels at 65 km/h for... | Ans: 75.0
RL Step 3523 | Loss: 0.0002 | Avg Reward: -0.10 | Time: 8.1s | Prob: A train travels at 62 km/h for... | Ans: 61.6
RL Step 3524 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 40 km/h for... | Ans: 53.14
RL Step 3525 | Loss: 0.0000 | Avg Reward: -0.10 | Time: 8.1s | Prob: A train travels at 50 km/h for... | Ans: 57.2
RL Step 3526 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.1s | Prob: A train travels at 56 km/h for... | Ans: 67.5
RL Step 3527 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.1s | Prob: A train travels at 53 km/h for... | Ans: 71.5
RL Step 3528 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 40 km/h for... | Ans: 52.89
RL Step 3529 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.1s | Prob: A train travels at 60 km/h for... | Ans: 63.6
RL Step 3530 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 46 km/h for... | Ans: 60.22
RL Step 3531 | Loss: 0.0000 | Avg Reward: -0.10 | Time: 8.1s | Prob: A train travels at 53 km/h for... | Ans: 63.0
RL Step 3532 | Loss: 0.0039 | Avg Reward: 0.17 | Time: 8.2s | Prob: A train travels at 63 km/h for... | Ans: 69.5
RL Step 3533 | Loss: 0.0000 | Avg Reward: -0.10 | Time: 8.4s | Prob: A train travels at 52 km/h for... | Ans: 58.0
RL Step 3534 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.2s | Prob: A train travels at 55 km/h for... | Ans: 67.0
RL Step 3535 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.0s | Prob: A train travels at 48 km/h for... | Ans: 56.4
RL Step 3536 | Loss: 0.0002 | Avg Reward: -0.10 | Time: 8.2s | Prob: A train travels at 72 km/h for... | Ans: 82.0
RL Step 3537 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 50 km/h for... | Ans: 55.56
RL Step 3538 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.2s | Prob: A train travels at 70 km/h for... | Ans: 73.0
RL Step 3539 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 41 km/h for... | Ans: 47.29
RL Step 3540 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 70 km/h for... | Ans: 73.56
RL Step 3541 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 40 km/h for... | Ans: 64.0
RL Step 3542 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.1s | Prob: A train travels at 62 km/h for... | Ans: 62.4
RL Step 3543 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.4s | Prob: A train travels at 53 km/h for... | Ans: 69.44
RL Step 3544 | Loss: 0.0000 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 79 km/h for... | Ans: 72.25
RL Step 3545 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.2s | Prob: A train travels at 60 km/h for... | Ans: 61.5
RL Step 3546 | Loss: 0.0002 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 47 km/h for... | Ans: 71.57
RL Step 3547 | Loss: 0.0000 | Avg Reward: -0.10 | Time: 8.1s | Prob: A train travels at 58 km/h for... | Ans: 65.0
RL Step 3548 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 79 km/h for... | Ans: 79.44
RL Step 3549 | Loss: -0.0000 | Avg Reward: -0.10 | Time: 8.1s | Prob: A train travels at 58 km/h for... | Ans: 66.0
RL Step 3550 | Loss: 0.0002 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 79 km/h for... | Ans: 66.33
RL Step 3551 | Loss: 0.0002 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 76 km/h for... | Ans: 79.11
RL Step 3552 | Loss: 0.0000 | Avg Reward: -0.10 | Time: 8.1s | Prob: A train travels at 61 km/h for... | Ans: 69.4
RL Step 3553 | Loss: 0.0002 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 72 km/h for... | Ans: 72.0
RL Step 3554 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 56 km/h for... | Ans: 68.5
RL Step 3555 | Loss: 0.0078 | Avg Reward: 0.17 | Time: 8.2s | Prob: A train travels at 48 km/h for... | Ans: 56.5
RL Step 3556 | Loss: 0.0000 | Avg Reward: -0.10 | Time: 8.2s | Prob: A train travels at 43 km/h for... | Ans: 62.6
RL Step 3557 | Loss: -0.0001 | Avg Reward: -0.10 | Time: 8.1s | Prob: A train travels at 70 km/h for... | Ans: 67.6
RL Step 3558 | Loss: 0.0002 | Avg Reward: -0.10 | Time: 8.2s | Prob: A train travels at 51 km/h for... | Ans: 60.29
RL Step 3559 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.2s | Prob: A train travels at 58 km/h for... | Ans: 75.0
RL Step 3560 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 76 km/h for... | Ans: 76.0
RL Step 3561 | Loss: -0.0000 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 63 km/h for... | Ans: 82.29
RL Step 3562 | Loss: 0.0156 | Avg Reward: 0.17 | Time: 8.3s | Prob: A train travels at 55 km/h for... | Ans: 59.88
RL Step 3563 | Loss: -0.0059 | Avg Reward: 0.17 | Time: 8.3s | Prob: A train travels at 59 km/h for... | Ans: 76.78
RL Step 3564 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 63 km/h for... | Ans: 77.86
RL Step 3565 | Loss: -0.0078 | Avg Reward: 0.17 | Time: 8.3s | Prob: A train travels at 80 km/h for... | Ans: 74.38
RL Step 3566 | Loss: 0.0000 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 73 km/h for... | Ans: 77.0
RL Step 3567 | Loss: 0.0000 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 41 km/h for... | Ans: 49.62
RL Step 3568 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.1s | Prob: A train travels at 46 km/h for... | Ans: 53.2
RL Step 3569 | Loss: -0.0000 | Avg Reward: -0.10 | Time: 8.2s | Prob: A train travels at 51 km/h for... | Ans: 77.25
RL Step 3570 | Loss: 0.0000 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 65 km/h for... | Ans: 69.71
RL Step 3571 | Loss: 0.0002 | Avg Reward: -0.10 | Time: 8.2s | Prob: A train travels at 78 km/h for... | Ans: 80.57
RL Step 3572 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 50 km/h for... | Ans: 54.89
RL Step 3573 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.1s | Prob: A train travels at 46 km/h for... | Ans: 62.2
RL Step 3574 | Loss: -0.0078 | Avg Reward: 0.17 | Time: 8.2s | Prob: A train travels at 56 km/h for... | Ans: 66.5
RL Step 3575 | Loss: 0.0000 | Avg Reward: -0.10 | Time: 8.2s | Prob: A train travels at 62 km/h for... | Ans: 61.71
RL Step 3576 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 66 km/h for... | Ans: 71.14
RL Step 3577 | Loss: 0.0000 | Avg Reward: -0.10 | Time: 8.1s | Prob: A train travels at 40 km/h for... | Ans: 52.5
RL Step 3578 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.2s | Prob: A train travels at 64 km/h for... | Ans: 77.29
RL Step 3579 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.2s | Prob: A train travels at 62 km/h for... | Ans: 65.5
RL Step 3580 | Loss: 0.0000 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 69 km/h for... | Ans: 73.71
RL Step 3581 | Loss: -0.0000 | Avg Reward: -0.10 | Time: 8.1s | Prob: A train travels at 76 km/h for... | Ans: 80.5
RL Step 3582 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.2s | Prob: A train travels at 48 km/h for... | Ans: 66.29
RL Step 3583 | Loss: 0.0002 | Avg Reward: -0.10 | Time: 8.4s | Prob: A train travels at 80 km/h for... | Ans: 67.5
RL Step 3584 | Loss: 0.0117 | Avg Reward: 0.17 | Time: 8.2s | Prob: A train travels at 80 km/h for... | Ans: 78.5
RL Step 3585 | Loss: 0.0002 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 45 km/h for... | Ans: 69.44
RL Step 3586 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.1s | Prob: A train travels at 43 km/h for... | Ans: 59.0
RL Step 3587 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 49 km/h for... | Ans: 60.88
RL Step 3588 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 42 km/h for... | Ans: 60.0
RL Step 3589 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.2s | Prob: A train travels at 41 km/h for... | Ans: 68.5
RL Step 3590 | Loss: 0.0000 | Avg Reward: -0.10 | Time: 8.2s | Prob: A train travels at 69 km/h for... | Ans: 75.4
RL Step 3591 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.2s | Prob: A train travels at 57 km/h for... | Ans: 67.29
RL Step 3592 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 67 km/h for... | Ans: 83.88
RL Step 3593 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.1s | Prob: A train travels at 77 km/h for... | Ans: 77.5
RL Step 3594 | Loss: 0.0000 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 59 km/h for... | Ans: 60.43
RL Step 3595 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.2s | Prob: A train travels at 61 km/h for... | Ans: 66.14
RL Step 3596 | Loss: -0.0001 | Avg Reward: -0.10 | Time: 8.2s | Prob: A train travels at 76 km/h for... | Ans: 70.0
RL Step 3597 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.2s | Prob: A train travels at 77 km/h for... | Ans: 73.5
RL Step 3598 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.1s | Prob: A train travels at 62 km/h for... | Ans: 72.2
RL Step 3599 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.1s | Prob: A train travels at 58 km/h for... | Ans: 76.5
RL Step 3600 | Loss: 0.0000 | Avg Reward: -0.10 | Time: 8.1s | Prob: A train travels at 40 km/h for... | Ans: 53.5
Saving RL Checkpoint at step 3600...
RL Step 3601 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 61 km/h for... | Ans: 64.43
RL Step 3602 | Loss: 0.0000 | Avg Reward: -0.10 | Time: 8.2s | Prob: A train travels at 66 km/h for... | Ans: 68.0
RL Step 3603 | Loss: 0.0000 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 57 km/h for... | Ans: 75.57
RL Step 3604 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.2s | Prob: A train travels at 73 km/h for... | Ans: 88.71
RL Step 3605 | Loss: 0.0000 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 52 km/h for... | Ans: 57.43
RL Step 3606 | Loss: 0.0002 | Avg Reward: -0.10 | Time: 8.1s | Prob: A train travels at 42 km/h for... | Ans: 64.2
RL Step 3607 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 48 km/h for... | Ans: 72.57
RL Step 3608 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.2s | Prob: A train travels at 70 km/h for... | Ans: 74.8
RL Step 3609 | Loss: 0.0002 | Avg Reward: -0.10 | Time: 8.2s | Prob: A train travels at 48 km/h for... | Ans: 68.5
RL Step 3610 | Loss: 0.0002 | Avg Reward: -0.10 | Time: 8.2s | Prob: A train travels at 52 km/h for... | Ans: 66.0
RL Step 3611 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 67 km/h for... | Ans: 74.14
RL Step 3612 | Loss: -0.0000 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 62 km/h for... | Ans: 76.0
RL Step 3613 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.1s | Prob: A train travels at 68 km/h for... | Ans: 83.5
RL Step 3614 | Loss: 0.0000 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 54 km/h for... | Ans: 66.0
RL Step 3615 | Loss: -0.0000 | Avg Reward: -0.10 | Time: 8.0s | Prob: A train travels at 44 km/h for... | Ans: 57.5
RL Step 3616 | Loss: 0.0000 | Avg Reward: -0.10 | Time: 8.2s | Prob: A train travels at 66 km/h for... | Ans: 63.86
RL Step 3617 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 71 km/h for... | Ans: 68.78
RL Step 3618 | Loss: 0.0000 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 53 km/h for... | Ans: 58.0
RL Step 3619 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 63 km/h for... | Ans: 73.0
RL Step 3620 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 57 km/h for... | Ans: 70.12
RL Step 3621 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.2s | Prob: A train travels at 75 km/h for... | Ans: 86.0
RL Step 3622 | Loss: 0.0002 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 47 km/h for... | Ans: 59.78
RL Step 3623 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 49 km/h for... | Ans: 66.78
RL Step 3624 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 48 km/h for... | Ans: 69.78
RL Step 3625 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.1s | Prob: A train travels at 71 km/h for... | Ans: 79.8
RL Step 3626 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 78 km/h for... | Ans: 69.33
